2024/04/01 09:51:12 [error] 180#180: *6 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 13.52.100.196, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "54.74.199.28"
2024/04/01 10:20:29 [error] 208#208: *1168 open() "/var/www/html/img/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /img/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:29 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/coffee/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/coffee/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-admin/images/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/images/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/images/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /images/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-admin/js/widgets/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/js/widgets/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-admin/includes/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/includes/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/blue/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/blue/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-admin/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-includes/Requests/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/Requests/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:30 [error] 208#208: *1168 open() "/var/www/html/wp-includes/style-engine/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/style-engine/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/wp-includes/rest-api/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/rest-api/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/wp-includes/SimplePie/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/SimplePie/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/wp-content/banners/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/banners/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/wp-content/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/.well-known/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /.well-known/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/wp-includes/Text/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/Text/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/wp-includes/ID3/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/ID3/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:31 [error] 208#208: *1168 open() "/var/www/html/img/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /img/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/wp-content/languages/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/languages/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/wp-includes/customize/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/customize/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/wp-includes.bak/html-api/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes.bak/html-api/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/wp-includes/widgets/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/widgets/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/wp-includes/IXR/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/IXR/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/wp-admin/js/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/js/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/.well-known/pki-validation/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /.well-known/pki-validation/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:32 [error] 208#208: *1168 open() "/var/www/html/wp-includes/pomo/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/pomo/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/wp-includes/block-patterns/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/block-patterns/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/wp-content/updraft/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/updraft/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/wp-content/upgrade-temp-backup/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/upgrade-temp-backup/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/wp-content/themes/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/wp-admin/includes/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/includes/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/images/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /images/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/wp-content/blogs.dir/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/blogs.dir/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:33 [error] 208#208: *1168 open() "/var/www/html/wp-includes/images/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/images/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/var/www/html/wp-includes/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/var/www/html/cgi-bin/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /cgi-bin/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/var/www/html/wp-content/gallery/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/gallery/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/var/www/html/wp-includes/blocks/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/blocks/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/var/www/html/wp-admin/images/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/images/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/var/www/html/.well-known/pki-validation/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /.well-known/pki-validation/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:34 [error] 208#208: *1168 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /.well-known/acme-challenge/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/wp-admin/network/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/network/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/cgi-bin/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /cgi-bin/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/wp-content/updates.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/updates.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/css/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /css/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/wp-admin/user/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/user/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/img/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /img/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:35 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/coffee/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/coffee/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/wp-admin/images/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/images/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/avaa.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /avaa.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/images/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /images/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/wp-admin/js/widgets/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/js/widgets/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/wp-includes/Requests/Text/admin.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/Requests/Text/admin.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/wp-admin/includes/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/includes/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:36 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/blue/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/blue/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/wp-admin/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/updates.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /updates.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/libraries/legacy/updates.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /libraries/legacy/updates.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/libraries/phpmailer/updates.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /libraries/phpmailer/updates.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/libraries/vendor/updates.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /libraries/vendor/updates.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/alfa-rex.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /alfa-rex.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/alfanew.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /alfanew.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:37 [error] 208#208: *1168 open() "/var/www/html/wp-content/plugins/Cache/Cache.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/Cache/Cache.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/wp-admin/js/widgets/about.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/js/widgets/about.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/wp-p.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-p.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/wp-admin/repeater.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/repeater.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/wp-includes/repeater.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/repeater.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/wp-content/repeater.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/repeater.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/wsoyanz.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wsoyanz.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/yanz.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /yanz.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:38 [error] 208#208: *1168 open() "/var/www/html/wp-admin/js/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/js/about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/wp-content/plugins/seoo/wsoyanz.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/seoo/wsoyanz.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/wp-content/plugins/seoo/wsoyanz1.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/seoo/wsoyanz1.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/cache-compat.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /cache-compat.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/ajax-actions.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /ajax-actions.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/wp-admin/ajax-actions.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/ajax-actions.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/wp-consar.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-consar.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/repeater.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /repeater.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:39 [error] 208#208: *1168 open() "/var/www/html/admin-post.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /admin-post.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/wp-admin/maint/maint/ajax-actions.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/maint/maint/ajax-actions.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/wp-admin/dropdown.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/dropdown.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/index.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/index.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/dropdown.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /dropdown.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/about.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /about.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/admin.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /admin.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/about.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /about.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:40 [error] 208#208: *1168 open() "/var/www/html/alfanew.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /alfanew.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/var/www/html/adminfuns.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /adminfuns.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/var/www/html/ebs.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /ebs.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/var/www/html/ws.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /ws.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/var/www/html/alfanew2.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /alfanew2.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/var/www/html/alfa-rex2.php7" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /alfa-rex2.php7 HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/cloud.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /.well-known/acme-challenge/cloud.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/var/www/html/wp-admin/images/index.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/images/index.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:41 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/index.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/index.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/var/www/html/wp-content/themes/pridmag/db.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/pridmag/db.php?u HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/var/www/html/wp-content/themes/seotheme/mar.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/seotheme/mar.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/var/www/html/wp-content/plugins/linkpreview/db.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/linkpreview/db.php?u HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/var/www/html/wp-content/themes/seotheme/db.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/seotheme/db.php?u HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/var/www/html/wp-content/plugins/seoplugins/db.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/seoplugins/db.php?u HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/var/www/html/wp-content/plugins/seoplugins/mar.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/seoplugins/mar.php HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/var/www/html/.well-known/pki-validation/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /.well-known/pki-validation/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:42 [error] 208#208: *1168 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /.well-known/acme-challenge/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/wp-admin/network/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/network/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
